paper_id,mix_id,replacement_pct,age_days,strength_mpa,wb_block,graph_derived,age_known,mix_activation,source,sio2,cao,al2o3,fe2o3,mgo,so3,na2o,k2o,loi,amorphous_pct,d10,d50,d90,mean_particle_um,specific_surface,bet_surface,blaine,water_absorption,specific_gravity,bulk_density,wb_ratio,thermal_temp_c,thermal_duration,grind_duration,grind_speed,pozzolanic_reactivity,activation_method,processing_method,mineralogy,material_family,reported_optimum_pct,empirical_optimum_pct,ctrl_strength_mpa,rel_strength,aggregate_replacement_suspect
9,#5,100.0,1.0,10.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.4195804195804196,False
9,#3,100.0,1.0,14.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.5874125874125874,False
9,#3,100.0,1.0,21.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.9020979020979022,False
9,#5,100.0,1.0,23.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.9650349650349651,False
9,#2,100.0,1.0,27.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,1.132867132867133,False
9,#5,100.0,1.0,32.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,1.3636363636363638,False
9,#2,100.0,1.0,35.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,1.4685314685314685,False
10,,0.0,,34.0,0.5,True,False,,sheet1,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,,,,False
10,,0.0,,48.5,0.4,True,False,,sheet1,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,,,,False
10,RPC-15%RP+15%FA (w/b 0.5),15.0,,35.5,,True,False,,matrix,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,,,,False
